Smell word,In hoofdstuk?,Lexical category,Spelling variants,Olfactory Language Category,Valuation,Provenance,Definition,Attestation,
verduft,,adjective,,Odor quality/ Characteristics ,,WNT," Van den geur e.d. (van zaken die aan bederf, verrotting onderhevig zijn): muf, onfrisch, bedorven, beschimmeld."," Om den verduften reucke vanden wijn te benemen, soo neemt mispelen …, ende maecktse vast aende bomme van t'vat, soo datse gheheel metten wijn ouerdeckt zijn …, soo sult ghy den quaden reucke vanden wijn oock wechnemen,   stevens en liebaut, Landtw. 630 [1582].; Stanck. Vuylen …, verduften, moddighen enz.,   smyters, Epith. X 1 r° [1620].; D'aerde en poelen, en doode dieren, als paerden in den oorlogh, &c. geven een rotte, verdufte, giftige locht, die noch het pest-gift niet en hebben, doch in ons ontfangen zijnde, worden stracks verdeesemt,   v. helmont, Dageraad 353 [ed. 1660].; Een verdufte reuk,  Claes, Bijv. op tuerl. 261 [1904].",
vermuft,,adjective,vernuft,Odor quality/ Characteristics ,Malodorous,WNT,"Muf ruikend, een bedorven of onfrisschen geur afgevend","See separate file!  Gesond bevonden zynde, ende geen vernufte ofte bange stank in de natte klederen bevindende, wierden als dan deftig ende heerlijk opgepronkt,   de neyn, Huw. 19 [1697].; Ten vierden staat te considereren, dat de gort vol mijt en wormen is, welke … noodsakelijk van al dat ongedierte sal moeten werden gesuyvert, en gelugt, om de vermufte reuk weg te nemen,   roggeveen, Reis 101 [1722]. ; Alsoo die levensmiddelen (erwten, gort en stokvis) ondeugende, vuurig, vol wormen, mijt, en een vermufte stank by ondersoek bevonden sullen werden,   150 [1722].; Indien een peekelige en vermufte scherpte heerscht, dan zyn de bovengenoemde hertsterkende middelen goed,   boerhaave-lóve, Geneesk. Onderw. 585 a [1745].; Ziet, daar leggen twee Samaars, bezietze op die stoel, maar maak het kort, Ai my! hoe vermuft ruiken die stinkbokken, 'k heb 'er de lucht al van weg, 't is of ik 'er kwalyk van word,   asselijn, Spilp. 39 [1693].; Wel, viese neusen, is uw reuke dan den regel? Wel, dwersse hoofden, is uw vonnis dan den zegel? Voor gij dus oordeelt, van uw evenmensch gebrek Steekt uwe neusen eerst in uw vermuft vertrek, Daer sullen sij misschien beseffen vuylder geuren, Dan, in de beste zael … der gebueren,   de swaen, 1, 156 [1688].",
verrot,,adjective,,Odor quality/ Characteristics ,Malodorous,WNT,,"In het Hildesheimsche zyn twee waterbronnen, dewelke een zeer onaangenaame reuk van zich geven; de eene … koomt uit een marmere steengrond opborlen, heeft een verrotte reuk, maar een zeer goede smaak,   v. ranouw, Kab. 2, 246 [1719].",
vers,,adjective,,Odor quality/ Characteristics ,Fragrant,,,,
verstikkend ,,adjective,,Odor quality/ Characteristics ,Malodorous,,,,
vluchtig,,adjective,,Odor quality/ Characteristics ,,Brouwer Lexicon; WNT,,"Gedroogde en fijn gestampte wortels der violenplant kunnen maanden achtereen aan de lucht liggen, zonder dat de reuk belangrijk vermindert. Hieruit mag men afleiden, dat die reuk in beide gevallen het gevolg is van de aanwezigheid van eene bepaalde weinig-vluchtige scheikundige verbinding,   Alb. d. Nat. 1895, 1, 81 [1895].",
vol,,adjective,,Odor quality/ Characteristics ,,WNT,,"Uit de openstaande bakkersdeuren walmde den vollen reuk van verschgebakken krentebrood, vlaaien en confijten,   thiry, Hofken v. Ol. 107 [1910].",
voltatiel,,adjective,volatil,Odor quality/ Characteristics ,,WNT,"Vluchtig, snel vervliegend","Dat onze denkbeelden zeer veel volatil zout in zig hadden, en dat daarom alle de zogenaamde sterkriekende Drogeryen bekwaam waren, om ons geestig te maaken,  Denker 2, 358 [1765].",
walgachtig,,adjective,,Odor quality/ Characteristics ,,WNT," Een fysieken afkeer verwekkend; walgelijk; onsmakelijk; zeer vies van smaak, geur e.d.; smerig. Van (den smaak den geur van) vaste of vloeibare stoffen, voedsel, drank e.d. ","Bloemen, die … een blaue zap … geven, welk scherp en walgachtig van reuk is,   dapper, Beschr. Sina 206 a [1670].",
warm,,adjective,,Odor quality/ Characteristics ,,WNT,,"Door de opengelaten deur viel warm en aangenaam den warmen reuk van den wafelen-bak,   thiry, Hofken v. Ol. 96 [1910].; Al dat lawaai maakte Ahasverus dronken en het deed hem deugd, den warmen wilde-beesten-reuk van dat stuivend gedrang op te snuiven,   vermeylen, Wand. J. 15 [1906].",
weeïg,,adjective,wee,Odor quality/ Characteristics ,,WNT,,"O de weeë, zoete reuk der gele lupinen. Ik ben totaal neer. Het lijkt mij of ik nooit meer op kan leven,   v. eeden, Dagb. 2, 189 [1891].; Er hing in dien winkel een weeë, zoetige, benauwde lucht van al dat wollige kleedengoed,   robbers, A. de Boogh 152 [1902].; Toen iemand er uit (t.w. uit een drukkerij) kwam walmde een weeë machinelucht mee, uit de donkere gang,   robbers, Gel. Fam. 5 [1909].; de weeë zoete geur der gele lupinen [F. van Eeden 1891]",
zuurriekend,,adjective,,Odor quality/ Characteristics ,,WNT,,"Tafels, waarop, tusschen vieze, zuur-riekende plasjes — bier, waarin asch gemorst — … bierpotten stonden, Robbers, Gel. Fam. 53 [1909].",
zwaar,,adjective,,Odor quality/ Characteristics ,,WNT,,"R. … leert ons dat het waargenomen is, hoe nuchtere luiden een veel zwarer reuk uitademen, als die hun vasten alree gebroken hebben,   de brune, Jok en E. 287 [1644].",
aangenaam,,noun,,Odor quality/ Evaluative ,fragrant,WNT,,"Een heerlijk gezang, een aangename reuk waarnemen,   weil. [1811].; Aan het licht gehouden, moet het (t. w. ""Goed Drakenbloed"") ontvlammen en geheel wegbranden, onder het verspreiden van eenen aangenamen … reuk,   campagne, Droog. en Apoth. 208 [1831].",
akelig,,adjective,,Odor quality/ Evaluative ,,WNT,"In betrekking tot de zintuigen van den smaak en den reuk. Sterke walging, hevigen afkeer verwekkende. De oorspronkelijke opvatting, die echter thans de minst gewone is, daar het gebruik de beteekenis des woords versterkt en veelal op andere zaken toegepast heeft; en wel zoozeer, dat zelfs in deze eigenlijke opvatting het woord toch altijd beheerscht wordt door de bijgedachte aan de algemeene voorstelling van naar of beroerd, zoodat men b.v. bij een akeligen smaak wel zoo veel denkt aan een leelijken, naren smaak, als wel bepaald aan een smaak, die walging of afkeer wekt. ",,
aromatisch ,,adjective,,Odor quality/ Evaluative ,Fragrant,Brouwer Lexicon,,,
bedorven ,,adjective,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
edel,,adjective,,Odor quality/ Evaluative ,,WNT,Met betrekking tot reuk of smaak: fijn. ,"Worsten en sausysen veel, ghepepert eel,   coster 54 [1612]; En daar was weer die fijne, frissche geur, die het gansche huis vervulde, een koele, edele geur als van bloemen, indisch houtwerk, fijne thee"". Van Eeden, Van den koele meren des doods.; Wanneerze … Den Leeuwentroon genaekte in koninklyken stant … En storte in Judaes schoot … Al d'eedle reuken der Arabische waeranden,   antonides 1, 48 [1671].",
galsig,,adjective,gaolsig,Odor quality/ Evaluative ,,"Janssen, L. (2013), Limburgs Woordenboek Heels-Nederlands",ein gaolsige lócht – een weerzinwekkende lucht/geur,,
geurig ,,adjective,,Odor quality/ Evaluative ,Fragrant,Brouwer Lexicon; WNT,,"In de zaal was een fijne nevel van het opgeschuifeld stof, geurig van het versche hout, van de reukwerken en van de zoete, verrukkende feestgeur van het welke naaldloof,   v. eeden, K. Meren 30 [1900].; Dan nodigt u de geurige Aagt, De gulde Pipling, Bergamotten, enz.   willink, Amst. Tempe, 88.; ô Geurige aardbei! ô geschilderde meloenen!   huydecoper, Ged. 16 ; Zij neemt een vaas, gevuld met Perzisch rozennat, En ledigt d'inhoud van het geurig wierookvat Op 't marmer van den vloer en de afgezette wanden,   v. lennep, Poët. 6, 115 [1826].",
goed,,adjective,,Odor quality/ Evaluative ,Fragrant,"Kort begrip van de historie der insecten, 1790",,een vry goeden reuk,
goor,,adjective,,Odor quality/ Evaluative ,Malodorous,,,,
heerlijk,,adjective,,Odor quality/ Evaluative ,Fragrant,Brouwer Lexicon,,,
immelijk,,adjective,ieemelijk,Odor quality/ Evaluative ,,"Feijen, Jan (2013), Zoeë Kalle Vae-Weertlands woordenboek","honingzoet, walgelijk (van smaak), weeïg (reuk)",,
kwaad,,adjective,Kwade,Odor quality/ Evaluative ,Malodorous,WNT,"De vonken van 't pampier (vlogen) door de camer, gevende een quade reuk,   bontemantel, Reg. v. Amst. 2, 16.",,
kwalijkriekend,,adjective,,Odor quality/ Evaluative ,,WNT,,"Zooals van geest, zoo was zij van lichaam teergevoelig. Toen zij te Delft in het kraambed lag … overkwam haar een flauwte alleen door den reuk van sterkriekende bloemen …, en zij herstelde er van toen die bloemen verwijderd waren en haar iets kwalijkriekends onder den neus werd gehouden,   fruin, Geschr. 3, 61 [1886].",
lekker ,,adjective,,Odor quality/ Evaluative ,Fragrant,Brouwer Lexicon; WNT,In toepassing op hetgeen den reuk aangenaam aandoet. Geurig. ,"Een klein rolletje Tabak (t.w. snuiftabak), die heel lekker is,   wolff en deken, Leev. 6, 183 [1785].; Lekkere eau-de-cologne.; Het gebraad verspreidde een lekkeren geur.   poëem WNT; Friesch WDB:  reukwater, moast tige lekker rûke.",
lieflijk,,adjective,Lieflijck; liefelijk,Odor quality/ Evaluative ,Fragrant,WNT,"Aangenaam, welkom; Van wat aangenaam is voor het reukorgaan.","Muskus, of andere dingen, die een lieffelyke reuk hebben,   de bruyn, Reizen 1, 135 a [1698].; De bloemen …, naeryverende de Oostersche ende buirgewesten der zonne, met de geur van de kanneel hunnes lieflijkenadems,   hooft, Br. 2, 256 [1632].; Zou men aan zyne Eigenliefde den liefelyken reuk van dat wierook weigeren, dat zy in schyn aan anderen toezwaait!  Denker 1, 31 [1764].; In zulk een stemming verkeert men ook hier in dit verhaal. Uit alles ademt zulk een liefelijke geur; in harmonieuse kleuren is alles getint,   quack, Stud. 129 [1868].; De … voor vele, zoo liefelijke reuk en smaak der aardbeziën,   berkhey, N.H. 5, 395 [1805].; Tot dat de wierook dier gebeden … Een' lieffelyken reuk verspreidde in 't hemelhof, En 't mededoogen der alziende Godtheit trof,   hoogvliet, Abr. 271 [1727].",
onaangenaam,,adjective,,Odor quality/ Evaluative ,Malodorous,WNT,,"Daar is een geelze smaak, en een zeer onaangenaame reuk by, byna als van iets, dat verrot is, hoe zeer ook de liefhebbers deze Vrugt mogen pryzen,   valentijn, O.-I. III, 1, 161 a [1726].; Hij (gebruikte) den kostbaren foulard tot vaagdoek. Hoe hij echter ook veegde, hij kon den onaangenamen reuk niet verjagen,   schimmel, B. v. Omm. 1, 139 [1870].; De versche wortelen hebben eenen onaangenamen reuk, die echter bij het droogen verdwijnt; versch kunnen zij gemakkelijk door de tanden geheel tot eene slijmige stof vermalen worden,   campagne, Droog. en Apoth. 357 [1831].; Op zich zelve heeft de gomhars weinig reuk, doch gebrand vermeerdert deze en is dan niet onaangenaam,   campagne, Droog. en Apoth. 260 [1831].",
onwelriekend,,adjective,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
putlucht,,noun,,Odor quality/ Evaluative ,Malodorous,Crowd,,"Website 2021: ""Ervaart u het ook wel eens? Een enorme putlucht in huis? Het kan zijn dat de geur uit het riool komt. Dit is wat u ertegen kunt doen.""; Telegraaf 2021: ""'Hoe verwijder ik weervlekken, kom ik af van die nare putlucht bij de wasmachine en krijg ik die grijze waas van mijn hardhouten ...""",
rans ,,adjective,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
ransig ,,adjective,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
ranzig ,,adjective,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
schoon,,adjective,,Odor quality/ Evaluative ,,WNT,"Behagelijk voor de reuk of de smaak, lekker. In deze bet., althans in N.-Ndl., niet meer in gebruik. ","Die bloesemen zijn oock seer lustigh t'aenschouwen, ende hebben eenen schoonen reuck,   v. linschoten, Itiner. 76 a [1596].",
slecht,,adjective,,Odor quality/ Evaluative ,,WNT,"Op ongunstige, nadeelige of onaangename wijze. Met betrekking tot reuk of smaak.","Een kleverig, scherp en slecht riekend vocht,   bertram, Tabak 1 [1896].",
stankoverlast ,,noun,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
stinkbok ,,noun,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,"Ziet, daar leggen twee Samaars, bezietze op die stoel, maar maak het kort, Ai my! hoe vermuft ruiken die stinkbokken, 'k heb 'er de lucht al van weg, 't is of ik 'er kwalyk van word,   asselijn, Spilp. 39 [1693].",
stinkend ,,adjective,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
stinker ,,noun,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
stinkerd ,,noun,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
stinkerig ,,adjective,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
stinkerKees,,noun,stinkkees,Odor quality/ Evaluative ,Malodorous,Neuswijzer Workshops,Amsterdamse uitdrukking,In platdutsch is stinkerkees stinkkaas,
stinkgat ,,noun,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon; EWND, gat waar stank uit komt,,
stinknest ,,noun,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
verpestend ,,adjective,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
verschaald ,,adjective,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon,,,
vies,,adjective,,Odor quality/ Evaluative ,Malodorous,,,,
vuil,,adjective,,Odor quality/ Evaluative ,Malodorous,,,,
vuilaardig,,adjective,,Odor quality/ Evaluative ,Malodorous,WNT,,"De ontlastingen hebben eenen vuilaardigen reuk (bij zekere hondenziekte),   thon, Honden 82 [vert. 1833].",
vuns ,,adjective,"funs, vunsch",Odor quality/ Evaluative ,Malodorous,,,"Vunsse drecken; Vunse zweet; Vunzen poel; Vunze plassen en vuilnis; De funtse Vuilaard stinkt; Vunste vaten; Vunsten dranck; Vunsse wind; Vunschen stal; Vunsche, stinkende Schooltjes; Vunze kerkerwalmen; Vuns gepoeiert hair; Vunze, donkere holen (van de Londensche rioleering); Men zegt, dat zy (zekere vruchten) zeer zoet, en byna als een eyer-vlade, smaaken, na dat men maar die vunsse reuk te boven gekomen is,  Valentijn, O.-I. III, 1, 159 a [1726].; Dit zelfde ondervind men in de Schouwburgen, daar men in de bovenste zittingen (t.w. de loges) altydt een vunze reuk gewaar word,  Du hamel du monceau, Baak d. Gezondh. 73 [1760].; Nooit heb ik by het openen der Adders, die vunse lucht waargenomen, die de ingewanden der Slangen van zich geven,   v. lier, Slangen 128 [1781]",
vunsheid,,noun,,Odor quality/ Evaluative ,Malodorous,,"Mufheid van geur of smaak, muffe lucht, smaak; stank.","
Vunsheid, leelykheit van reuk,   hannot-v. hoogstr. [1704].; Vunsheid. Odeur fade et mauvaise,   kramers, Ned.-Fr. Wdb. [1862].",
walgelijk ,,adjective,,Odor quality/ Evaluative ,Malodorous,Brouwer Lexicon; WNT,,"Een volk, dat geen ander voedsel kent dan rijst in water gekookt, toebereid met het overschot van gedroogden visch van walgelijken reuk (trassi, gelijk men het op Java noemt, wordt hier vermoedelijk bedoeld),   de sturler, Handb. Landb. Ned. O.-I. 1084 [1863].; Bekend is het ook nog, dat de melk in den tijd, waarin de koeien met (bieten-)koppen en bladeren gevoed worden, een min of meer walgelijken smaak en reuk bezit,   Versl. Landb. 1915, 4, 61 [1915].",
welluchtend,,adjective,,Odor quality/ Evaluative ,fragrant,WNT,"Een aangenamen reuk, een prettig aandoenden geur hebbende; welriekend. Uitsl. bij hooft aangetroffen.; Den leckernij van mondt, oock oor en óóghen, Den kosten vlug van welluchtende reuck, Geeft meer niet toe dan ruim uw staet kan dóóghen,   hooft, Ged. 1, 176 [c. 1620].",,
wellustig,,adjective,,Odor quality/ Evaluative ,Fragrant,WNT,,"Hier sproten boomen uit den vruchtbren bodem voort, Die, van een edel slach, in lange reijen wasten. En reuk, gezigt en smaekwellustiglyk vergastten,   willems, Nal. 114.; De bladerlooze magnolia's openden haar witte kroon in de tuinen en de lauwe lucht was doortrokken met geuren van wellust,   de vos, Vl. Jong. 91 [1881].",
welriekend ,,adjective,welruikend,Odor quality/ Evaluative ,Fragrant,Brouwer Lexicon; WNT,"Een aangenamen geur hebbend of verspreidend, met een aantrekkelijk aroma, aangenaam van reuk. ","Welriekend, een aangenamen geur of reuk hebbende,   v. dale [1872]. Als hi … sach die schoonheit der lelien, ende der rosen, ende ander wel rueckende cruden,   Euang. Peerle e iv r° [1537].; De ghieren vlien welruyckende salve en vlieghen tot stinckende krengen, Gheurtz, Adagia 51 b [1552].; Hier op (op zeker eiland) wassen welrieckende boomen, schorsen, wortelen ende bladeren, V. Linschoten, Beschr. v. Guinea enz. b 5 r° a [1596].;  Een vrouw gewijmbraeuwt swert, en swart als gidt, van oogen, Van lip en kaken root, blondt was haer vlees, en blont 't Welrieckent hayr, gevlecht met een gentile vont, Hooft, Ged. 1, 8 [1600].; Hier achter gingen zes of acht Priesters, die een grote Lantaern droegen, daar in veel welriekende Kaerssen brandden, Voyag. v. Klenk 67 [1677].; Unguentum odoriserum Welruickende Salf,  Winter, Leeuw. Apoth. 103 [ed. 1692].; Dat men, … een wéék opgeschikt, welriekend, welgecoeffeert en met twee Orloges uitgestreeken Jonkertje … een Kapteins of Kolonels plaats geeft …; daar hebben wy genoeg voorbeelden van, Wolff en deken, Blank. 1, 76 [1787].; Achter hem (een Sultan) volgden een twintigtal dienaers, die elk een ryk versierd voorwerp tot zyn gebruik in de hand droegen: de eene hield de Sirie- of Beteldoos, de andere een dop met welriekende kalappus-olie, een derde tabak enz.,   consc., Bat. 2, 96 [1858].; Zit neer, zit neer! de velddisch wacht; De grond is droog, het kruid is zacht; Welriekend geurt het gras,   tollens 6, 126 [1828].; Dat derde gheslacht wordt van Hieronymo bock, wolrieckende Stabwurtz: dat es welrieckende Aueroone ghenaempt,   dodon. 4 [1554].; Iuncus odoratus aquatilis … Welrieckende Water Biese,   dodon. 1017 b [ed. 1608].; Welriekende Kamille. Matricaria suaveolens,   houttuyn, Nat. Hist. II, 10, 792 [1779].; Welriekende agrimonie,   Ned. Plantennamen 2 [1906].",
aangebrand ,,adjective,,Odor quality/ Source ,Malodorous,Brouwer Lexicon,,,
aardachtig,,adjective,,Odor quality/ Source ,,WNT,,"Gezegelde aarde (Terra sigillata) is een zoort van bolus of een taaije vette aarde, … heeft een zaamentrekkende smaak, en aardagtige reuk,",
aardgeur ,,noun,,Odor quality/ Source ,,Brouwer Lexicon,,,
